file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/reflect/TypeToken.java,com.google.common.reflect.TypeToken$SimpleTypeToken,SimpleTypeToken/1[java.lang.reflect.Type],true,1313,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ForwardingNavigableMap.java,com.google.common.collect.ForwardingNavigableMap$StandardDescendingMap$Anonymous1,hasNext/0,false,298,0,5,1,4,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ForwardingNavigableMap.java,com.google.common.collect.ForwardingNavigableMap$StandardDescendingMap$Anonymous1,remove/0,false,316,1,17,0,17,2,3,7,0,0,0,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,14,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ForwardingNavigableMap.java,com.google.common.collect.ForwardingNavigableMap$StandardDescendingMap$Anonymous1,next/0,false,303,3,19,0,19,2,3,12,1,0,0,3,0,0,0,1,1,0,0,0,2,0,1,0,0,0,11,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$ValueDifferenceImpl,hashCode/0,false,714,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$ValueDifferenceImpl,toString/0,false,719,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$ValueDifferenceImpl,"ValueDifferenceImpl/2[V,V]",true,686,2,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,2,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$ValueDifferenceImpl,equals/1[java.lang.Object],false,704,2,2,0,2,2,3,7,2,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$ValueDifferenceImpl,leftValue/0,false,693,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$ValueDifferenceImpl,rightValue/0,false,699,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$ValueDifferenceImpl,"create/2[V,V]",false,682,5,2,1,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/DenseImmutableTable.java,com.google.common.collect.DenseImmutableTable$Column,getValue/1[int],false,202,2,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/DenseImmutableTable.java,com.google.common.collect.DenseImmutableTable$Column,Column/1[int],true,191,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/DenseImmutableTable.java,com.google.common.collect.DenseImmutableTable$Column,writeReplace/0,false,216,2,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/DenseImmutableTable.java,com.google.common.collect.DenseImmutableTable$Column,keyToIndex/0,false,197,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/DenseImmutableTable.java,com.google.common.collect.DenseImmutableTable$Column,isPartialView/0,false,207,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous2,iterator/0,false,113,4,47,2,45,2,13,8,2,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/LinkedListMultimap.java,com.google.common.collect.LinkedListMultimap$1ValuesImpl$Anonymous2,set/1[V],false,773,3,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/LinkedListMultimap.java,com.google.common.collect.LinkedListMultimap$1ValuesImpl$Anonymous2,"transform/1[java.util.Map.Entry<K,V>]",false,768,3,1,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/PeekingIterator.java,com.google.common.collect.PeekingIterator,remove/0,false,62,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/PeekingIterator.java,com.google.common.collect.PeekingIterator,next/0,false,51,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/PeekingIterator.java,com.google.common.collect.PeekingIterator,peek/0,false,39,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous1,iterator/0,false,70,4,47,2,45,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous1,contains/1[java.lang.Object],false,89,5,15,0,15,2,6,7,2,1,1,6,0,0,0,0,0,1,1,0,1,0,1,0,0,0,13,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous1,size/0,false,75,2,14,1,13,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous1,remove/1[java.lang.Object],false,80,1,7,0,7,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,allowsParallelEdges/0,false,205,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,incidentNodes/1[com.google.common.graph.EndpointPair<N>],false,296,3,1,0,1,1,3,4,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,allowsSelfLoops/0,false,210,1,2,0,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,isDirected/0,false,200,1,2,0,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,incidentEdges/1[N],false,240,3,2,1,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,asGraph/0,false,189,4,1,0,1,3,2,9,2,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,7,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,adjacentNodes/1[N],false,225,2,2,0,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,predecessors/1[N],false,230,2,2,0,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,adjacentEdges/1[com.google.common.graph.EndpointPair<N>],false,285,4,5,0,5,1,10,7,1,3,1,10,2,1,0,0,0,0,0,0,3,0,0,0,0,0,16,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,edges/0,false,184,3,5,2,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,edgeOrder/0,false,220,3,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,successors/1[N],false,235,2,3,1,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,nodeOrder/0,false,215,3,2,0,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,outEdges/1[N],false,265,5,3,0,3,1,5,11,1,1,1,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,14,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,inEdges/1[N],false,245,5,3,0,3,1,5,11,1,1,1,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,14,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,nodes/0,false,179,2,5,3,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/FilteredKeyListMultimap.java,com.google.common.collect.FilteredKeyListMultimap,"replaceValues/2[K,java.lang.Iterable<? extends V>]",false,52,3,0,0,0,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/FilteredKeyListMultimap.java,com.google.common.collect.FilteredKeyListMultimap,get/1[K],false,42,3,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/FilteredKeyListMultimap.java,com.google.common.collect.FilteredKeyListMultimap,removeAll/1[java.lang.Object],false,47,2,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/FilteredKeyListMultimap.java,com.google.common.collect.FilteredKeyListMultimap,"FilteredKeyListMultimap/2[com.google.common.collect.ListMultimap<K,V>,com.google.common.base.Predicate<? super K>]",true,32,4,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/FilteredKeyListMultimap.java,com.google.common.collect.FilteredKeyListMultimap,unfiltered/0,false,37,3,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/ClosingFuture.java,com.google.common.util.concurrent.ClosingFuture$Combiner2$ClosingFunction2,"apply/3[com.google.common.util.concurrent.ClosingFuture.DeferredCloser,V1,V2]",false,1385,5,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableClassToInstanceMap.java,com.google.common.collect.ImmutableClassToInstanceMap$Builder,build/0,false,137,4,4,0,4,2,3,9,2,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,1,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableClassToInstanceMap.java,com.google.common.collect.ImmutableClassToInstanceMap$Builder,"put/2[java.lang.Class<T>,T]",false,105,5,1,0,1,1,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableClassToInstanceMap.java,com.google.common.collect.ImmutableClassToInstanceMap$Builder,"cast/2[java.lang.Class<T>,java.lang.Object]",false,127,1,0,0,0,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableClassToInstanceMap.java,com.google.common.collect.ImmutableClassToInstanceMap$Builder,"putAll/1[java.util.Map<? extends java.lang.Class<? extends T>,? extends T>]",false,118,5,2,0,2,2,5,8,1,2,1,5,0,0,1,0,0,0,0,0,2,0,1,0,0,0,38,1,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableClassToInstanceMap.java,com.google.common.collect.ImmutableClassToInstanceMap$Builder,Builder/0,true,96,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/primitives/SignedBytes.java,com.google.common.primitives.SignedBytes$LexicographicalComparator,"compare/2[byte[],byte[]]",false,178,1,0,0,0,3,2,10,2,3,2,2,0,0,1,1,0,0,0,2,3,1,2,0,0,0,6,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/primitives/SignedBytes.java,com.google.common.primitives.SignedBytes$LexicographicalComparator,toString/0,false,190,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/Predicates.java,com.google.common.base.Predicates$ContainsPatternPredicate,hashCode/0,false,743,1,2,0,2,1,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/Predicates.java,com.google.common.base.Predicates$ContainsPatternPredicate,ContainsPatternPredicate/1[com.google.common.base.CommonPattern],true,733,2,2,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/Predicates.java,com.google.common.base.Predicates$ContainsPatternPredicate,equals/1[java.lang.Object],false,750,3,2,0,2,2,3,7,2,1,1,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,8,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/Predicates.java,com.google.common.base.Predicates$ContainsPatternPredicate,toString/0,false,763,3,6,0,6,1,6,4,1,1,0,6,0,0,0,0,0,0,4,0,1,1,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/Predicates.java,com.google.common.base.Predicates$ContainsPatternPredicate,apply/1[java.lang.CharSequence],false,738,2,2,0,2,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous9,getKey/0,false,2095,2,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous9,getValue/0,false,2101,3,5,0,5,1,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableMap.java,com.google.common.collect.ImmutableMap$IteratorBasedImmutableMap$1EntrySetImpl,writeReplace/0,false,784,2,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableMap.java,com.google.common.collect.ImmutableMap$IteratorBasedImmutableMap$1EntrySetImpl,spliterator/0,false,775,3,11,0,11,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableMap.java,com.google.common.collect.ImmutableMap$IteratorBasedImmutableMap$1EntrySetImpl,map/0,false,765,4,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableMap.java,com.google.common.collect.ImmutableMap$IteratorBasedImmutableMap$1EntrySetImpl,iterator/0,false,770,4,47,2,45,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous7,getKey/0,false,1481,3,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous7,getValue/0,false,1487,3,5,0,5,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous8,hasNext/0,false,1498,0,5,1,4,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous8,next/0,false,1503,3,19,0,19,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/CollectionFuture.java,com.google.common.util.concurrent.CollectionFuture,"collectOneValue/2[int,V]",false,61,5,1,0,1,2,1,6,0,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,16,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/CollectionFuture.java,com.google.common.util.concurrent.CollectionFuture,releaseResources/1[com.google.common.util.concurrent.AggregateFuture.ReleaseResourcesReason],false,77,1,0,0,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/CollectionFuture.java,com.google.common.util.concurrent.CollectionFuture,combine/1[java.util.List<com.google.common.util.concurrent.CollectionFuture.Present<V>>],false,82,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1024,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/CollectionFuture.java,com.google.common.util.concurrent.CollectionFuture,"CollectionFuture/2[com.google.common.util.concurrent.ImmutableCollection<? extends com.google.common.util.concurrent.ListenableFuture<? extends V>>,boolean]",true,44,5,0,0,0,3,5,8,0,2,2,5,0,0,1,0,0,0,1,1,3,0,1,0,0,0,15,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/CollectionFuture.java,com.google.common.util.concurrent.CollectionFuture,handleAllCompleted/0,false,69,6,2,0,2,2,2,6,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,16,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,createEntrySet/0,false,308,4,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,"checkNoConflictInKeyBucket/4[java.lang.Object,java.lang.Object,com.google.common.collect.ImmutableMapEntry<K,V>,boolean]",false,241,7,5,1,4,5,4,17,2,1,4,4,0,0,1,1,0,0,2,1,2,1,3,0,0,0,69,8,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,createValues/0,false,373,4,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,"get/3[java.lang.Object,com.google.common.collect.ImmutableMapEntry<?,V>[],int]",false,266,4,5,1,4,5,6,13,3,3,3,6,0,0,1,3,0,0,0,0,4,0,2,0,0,0,11,8,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,"fromEntries/1[java.util.Map.Entry<K,V>[]]",false,79,4,12,11,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,get/1[java.lang.Object],false,261,3,1,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,"fromEntryArray/3[int,java.util.Map.Entry<K,V>[],boolean]",false,89,7,4,1,3,3,3,13,3,1,3,3,0,0,0,1,1,0,1,1,1,0,1,0,0,0,51,8,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,"makeImmutable/1[java.util.Map.Entry<K,V>]",false,213,4,3,2,1,1,3,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,createKeySet/0,false,313,3,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,writeReplace/0,false,432,2,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,"fromEntryArrayCheckingBucketOverflow/3[int,java.util.Map.Entry<K,V>[],boolean]",false,107,9,10,0,10,9,14,41,2,15,3,14,0,0,1,7,0,2,1,4,21,3,3,0,0,0,47,10,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,"RegularImmutableMap/3[java.util.Map.Entry<K,V>[],com.google.common.collect.ImmutableMapEntry<K,V>[],int]",true,218,4,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,2,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,"makeImmutable/3[java.util.Map.Entry<K,V>,K,V]",false,206,3,3,1,2,2,1,4,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,8,0,true
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,"forEach/1[java.util.function.BiConsumer<? super K,? super V>]",false,290,3,1,0,1,2,4,6,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,1,0,false
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,size/0,false,298,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
