file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/reflect/TypeToken.java,com.google.common.reflect.TypeToken$SimpleTypeToken,innerclass,2,2,0,2,1,3,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,9,26,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ForwardingNavigableMap.java,com.google.common.collect.ForwardingNavigableMap$StandardDescendingMap$Anonymous1,anonymous,4,4,0,4,6,1,0,5,0,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,26,2,0,3,1,0,1,0,5,0,2,1,0,0,0,21,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$ValueDifferenceImpl,innerclass,5,5,0,5,8,1,0,4,0,0.14285715,0.0,0.0,7,1,5,1,0,1,6,0,0,0,2,0,0,2,0,0,2,0,3,30,7,0,0,0,0,3,0,3,1,3,1,0,0,0,16,24,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/DenseImmutableTable.java,com.google.common.collect.DenseImmutableTable$Column,innerclass,7,7,0,7,5,4,0,1,8,0.6,0.0,0.0,5,0,0,0,0,5,5,0,0,0,1,0,0,1,0,0,1,0,0,19,4,0,0,0,0,1,0,1,0,1,0,0,0,0,17,18,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous2,anonymous,4,4,0,4,2,1,0,13,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,3,7,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/LinkedListMultimap.java,com.google.common.collect.LinkedListMultimap$1ValuesImpl$Anonymous2,anonymous,4,4,0,4,2,1,0,2,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/PeekingIterator.java,com.google.common.collect.PeekingIterator,interface,6,18,12,6,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous1,anonymous,8,8,0,8,5,1,0,9,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,18,4,0,0,0,1,1,0,1,0,1,1,0,0,0,22,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph$Anonymous3,anonymous,10,10,0,10,18,1,0,26,120,0.0,0.0,0.0,16,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,77,17,0,0,0,1,1,0,5,1,5,1,2,0,0,39,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/FilteredKeyListMultimap.java,com.google.common.collect.FilteredKeyListMultimap,class,8,9,1,8,5,3,0,4,10,0.0,0.0,0.0,5,0,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/ClosingFuture.java,com.google.common.util.concurrent.ClosingFuture$Combiner2$ClosingFunction2,interface,6,6,0,6,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableClassToInstanceMap.java,com.google.common.collect.ImmutableClassToInstanceMap$Builder,innerclass,7,7,0,7,7,1,0,11,0,0.2,0.0,0.0,5,1,4,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,3,29,5,1,0,0,0,0,0,4,0,4,1,0,0,0,82,25,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/primitives/SignedBytes.java,com.google.common.primitives.SignedBytes$LexicographicalComparator,enum,1,1,0,1,4,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,14,3,1,1,0,0,1,2,3,1,3,2,0,0,0,18,2,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/Predicates.java,com.google.common.base.Predicates$ContainsPatternPredicate,innerclass,10,10,0,10,6,1,0,11,0,0.4,0.0,0.0,5,0,4,0,0,1,5,0,0,0,2,1,0,1,0,1,2,0,4,24,5,0,1,0,0,4,1,4,1,4,1,0,0,0,27,10,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous9,anonymous,4,4,0,4,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableMap.java,com.google.common.collect.ImmutableMap$IteratorBasedImmutableMap$1EntrySetImpl,innerclass,8,8,0,8,4,6,0,3,6,0.0,0.0,0.0,4,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,1,0,0,0,0,0,0,0,0,11,16,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous7,anonymous,4,4,0,4,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous8,anonymous,3,3,0,3,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/CollectionFuture.java,com.google.common.util.concurrent.CollectionFuture,class,14,16,2,14,9,14,0,9,0,0.0,0.0,0.0,5,0,0,0,0,5,5,1,2,0,1,0,0,1,0,0,0,0,1,47,0,1,2,0,0,1,1,6,0,5,1,0,2,0,41,1024,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap,class,24,32,8,24,40,12,0,30,84,0.86764705,0.0,0.0,17,8,3,2,0,12,15,0,0,0,8,5,0,3,0,5,8,0,21,214,21,5,13,1,3,6,13,43,4,34,3,0,3,0,235,16,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous1,anonymous,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous2,anonymous,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous5,anonymous,3,3,0,3,6,1,0,4,15,0.0,0.0,0.0,6,0,5,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,3,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/math/Quantiles.java,com.google.common.math.Quantiles,class,8,11,3,8,50,1,0,9,120,0.0,0.0,0.0,16,15,5,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,274,18,9,10,0,7,1,19,34,22,25,3,0,3,0,369,17,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous6,anonymous,3,3,0,3,10,1,0,9,45,0.0,0.0,0.0,10,0,9,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,7,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous3,anonymous,5,5,0,5,1,1,0,2,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$Anonymous4,anonymous,2,2,0,2,3,1,0,0,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/AbstractSortedKeySortedSetMultimap.java,com.google.common.collect.AbstractSortedKeySortedSetMultimap,class,6,7,1,6,5,5,0,4,10,0.0,0.0,0.0,5,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1024,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/TreeTraverser.java,com.google.common.collect.TreeTraverser$PostOrderIterator,innerclass,5,5,0,5,5,3,0,10,1,0.33333334,0.0,0.0,3,0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,1,0,0,24,3,1,0,0,0,0,0,3,0,3,2,0,0,0,15,18,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/Graphs.java,com.google.common.graph.Graphs$TransposedNetwork,innerclass,9,9,0,9,17,3,0,20,130,0.8235294,0.0,0.0,17,0,15,0,0,2,17,0,0,0,1,0,0,1,0,0,1,0,5,55,16,0,0,0,0,0,0,2,0,2,0,0,0,0,27,26,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/MultimapBuilder.java,com.google.common.collect.MultimapBuilder$SetMultimapBuilder,innerclass,8,8,0,8,3,2,0,1,3,0.0,0.0,0.0,3,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1033,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/Traverser.java,com.google.common.graph.Traverser$InsertionOrder$Anonymous8,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/cache/CacheBuilderSpec.java,com.google.common.cache.CacheBuilderSpec,class,28,44,16,28,30,8,0,37,37,0.7411763,0.0,0.0,10,4,6,3,0,1,7,0,0,0,17,3,0,4,0,13,4,0,31,255,11,1,14,0,2,17,4,11,0,24,2,0,14,0,227,17,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/Traverser.java,com.google.common.graph.Traverser$InsertionOrder$Anonymous7,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/Joiner.java,com.google.common.base.Joiner,class,8,14,6,8,36,1,0,27,233,0.7826087,0.0,0.0,23,4,18,4,0,1,19,0,9,0,1,0,0,1,0,0,1,0,18,237,24,2,3,1,3,5,9,14,5,8,3,3,1,0,165,1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/AbstractCatchingFuture.java,com.google.common.util.concurrent.AbstractCatchingFuture$CatchingFuture,innerclass,8,8,0,8,3,8,0,2,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/CollectSpliterators.java,com.google.common.collect.CollectSpliterators$FlatMapSpliteratorOfInt,innerclass,3,3,0,3,1,3,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/StandardMutableGraph.java,com.google.common.graph.StandardMutableGraph,class,11,13,2,11,10,4,0,9,0,0.25,0.0,0.0,8,0,6,0,0,2,8,0,0,0,1,0,0,1,0,0,1,0,0,29,7,0,2,0,0,0,0,1,0,1,0,0,0,0,55,16,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/DenseImmutableTable.java,com.google.common.collect.DenseImmutableTable$ColumnMap,innerclass,9,9,0,9,5,4,0,1,10,0.0,0.0,0.0,5,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,1,0,0,0,0,0,0,0,0,16,18,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/AbstractMultimap.java,com.google.common.collect.AbstractMultimap$Values,innerclass,5,5,0,5,5,2,0,5,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/net/HostSpecifier.java,com.google.common.net.HostSpecifier,class,8,9,1,8,14,1,0,13,9,0.42857143,0.0,0.0,7,3,6,1,0,0,6,0,0,0,1,0,0,1,0,0,1,0,6,60,10,0,2,3,0,2,1,9,2,8,1,0,0,0,159,17,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/thirdparty/publicsuffix/PublicSuffixType.java,com.google.thirdparty.publicsuffix.PublicSuffixType,enum,3,6,3,3,7,1,0,3,2,0.5,0.0,0.0,4,1,0,0,0,4,4,0,0,0,2,0,0,2,0,0,2,0,1,24,3,1,2,0,0,1,0,2,1,2,2,0,0,0,67,1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/AbstractFutureState.java,com.google.common.util.concurrent.AbstractFutureState$AtomicHelper,innerclass,4,4,0,4,8,1,0,0,28,0.0,0.0,0.0,8,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1034,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/primitives/ImmutableIntArray.java,com.google.common.primitives.ImmutableIntArray$Builder,innerclass,5,5,0,5,19,1,0,13,3,0.35000002,0.0,0.0,10,1,7,2,0,1,8,0,0,0,2,0,0,2,0,0,0,0,6,72,9,2,1,0,1,1,13,14,5,6,1,0,0,0,98,25,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/AsyncCallable.java,com.google.common.util.concurrent.AsyncCallable,interface,4,15,11,4,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/HashBiMap.java,com.google.common.collect.HashBiMap$Inverse$Anonymous4,anonymous,5,5,0,5,1,2,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Lists.java,com.google.common.collect.Lists$Partition,innerclass,4,4,0,4,4,3,0,7,0,0.125,0.0,0.0,4,0,3,0,0,1,4,0,0,0,2,0,0,0,0,2,2,0,2,20,3,0,0,0,0,0,0,4,2,4,0,0,0,0,14,10,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableMap.java,com.google.common.collect.ImmutableMap$MapViewOfValuesAsSingletonSets$Anonymous2,anonymous,5,5,0,5,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,1,0,1,0,1,0,0,5,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/Functions.java,com.google.common.base.Functions,class,21,21,0,21,9,1,0,0,36,0.0,0.0,0.0,9,8,8,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,188,8,0,0,0,0,1,0,0,0,0,0,0,8,0,213,17,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/MapMakerInternalMap.java,com.google.common.collect.MapMakerInternalMap$Strength,enum,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37,0,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/math/DoubleUtils.java,com.google.common.math.DoubleUtils,class,3,13,10,3,17,1,0,14,16,0.75,0.0,0.0,8,7,0,1,0,7,7,0,0,0,7,7,0,0,0,7,7,0,11,55,9,0,3,0,5,1,19,22,11,18,1,0,0,0,85,16,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableSortedSet.java,com.google.common.collect.ImmutableSortedSet$Builder,innerclass,10,10,0,10,19,3,0,15,0,0.4,0.0,0.0,10,0,6,1,0,3,9,0,0,0,3,0,0,3,0,0,1,0,10,81,8,3,3,0,0,3,11,15,3,9,2,0,0,0,124,25,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/MapRetrievalCache.java,com.google.common.graph.MapRetrievalCache,class,6,9,3,6,13,2,0,7,9,0.5,0.0,0.0,6,0,0,2,0,4,4,0,0,0,2,0,0,2,0,0,0,0,0,56,6,0,7,0,0,1,0,9,0,5,1,0,1,0,46,16,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/Service.java,com.google.common.util.concurrent.Service,interface,8,19,11,8,12,1,0,3,66,0.0,0.0,0.0,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0,0,3,0,0,0,0,0,0,2,0,230,1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/DirectedGraphConnections.java,com.google.common.graph.DirectedGraphConnections$Anonymous3$Anonymous5,anonymous,4,4,0,4,3,1,0,3,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,0,1,0,1,2,0,0,0,8,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Multimaps.java,com.google.common.collect.Multimaps$UnmodifiableMultimap,innerclass,14,14,0,14,21,2,0,16,42,0.84821427,0.0,0.0,16,0,14,0,1,1,16,0,0,0,7,1,0,1,0,6,2,0,9,77,7,0,5,0,0,0,1,17,0,12,1,0,0,0,44,10,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/cache/RemovalListeners.java,com.google.common.cache.RemovalListeners,class,6,6,0,6,2,1,0,4,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,32,17,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/DirectedGraphConnections.java,com.google.common.graph.DirectedGraphConnections$Anonymous3$Anonymous4,anonymous,3,3,0,3,3,1,0,6,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,2,1,0,0,0,0,0,1,0,1,2,0,0,0,9,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$FilteredEntryMap$EntrySet,innerclass,6,6,0,6,2,3,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,18,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/StandardTable.java,com.google.common.collect.StandardTable,class,21,40,19,21,50,19,0,46,255,0.882716,0.0,0.0,27,0,18,4,0,5,23,0,0,0,6,1,0,4,0,2,3,0,9,615,30,3,16,0,6,1,3,19,0,17,3,0,8,2,147,0,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/ImmutableSortedMultiset.java,com.google.common.collect.ImmutableSortedMultiset$SerializedForm,innerclass,7,7,0,7,4,1,0,7,0,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,3,0,0,0,0,3,3,0,0,25,1,2,0,0,0,1,2,10,0,8,1,0,0,0,15,26,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/Maps.java,com.google.common.collect.Maps$FilteredEntryNavigableMap$Anonymous12,anonymous,1,1,0,1,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/collect/MapMakerInternalMap.java,com.google.common.collect.MapMakerInternalMap$StrongKeyDummyValueSegment,innerclass,7,7,0,7,3,3,0,0,3,0.0,0.0,0.0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,18,24,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/SimpleTimeLimiter.java,com.google.common.util.concurrent.SimpleTimeLimiter,class,12,13,1,12,40,1,0,31,63,0.53333336,0.0,0.0,15,8,6,9,0,0,6,0,0,0,1,0,0,1,0,0,1,0,19,179,11,2,2,6,0,3,1,13,0,16,3,0,0,2,122,17,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/Optional.java,com.google.common.base.Optional$Anonymous1,anonymous,6,6,0,6,3,1,0,7,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,12,2,1,0,0,0,0,0,2,0,2,2,0,0,0,11,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/hash/LittleEndianByteArray.java,com.google.common.hash.LittleEndianByteArray$VarHandleLittleEndianBytes$Anonymous1,anonymous,1,1,0,1,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/InvalidatableSet.java,com.google.common.graph.InvalidatableSet,class,4,7,3,4,6,2,0,4,0,0.33333334,0.0,0.0,5,1,1,2,1,1,3,0,0,0,3,0,0,3,0,0,3,0,0,25,3,0,0,0,0,0,0,3,0,3,1,0,0,0,28,16,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/EndpointPair.java,com.google.common.graph.EndpointPair,class,11,59,48,11,18,3,0,7,35,0.46428573,0.0,0.0,14,4,11,1,0,2,13,5,4,0,2,0,0,2,0,0,2,0,4,114,9,0,0,0,0,3,0,2,1,2,1,0,2,0,88,1025,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/graph/ValueGraphBuilder.java,com.google.common.graph.ValueGraphBuilder,class,14,18,4,14,14,2,0,13,66,0.0,0.0,0.0,12,3,9,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,51,11,0,2,0,0,3,0,12,1,4,0,0,0,0,167,17,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/Internal.java,com.google.common.base.Internal,class,3,4,1,3,4,1,0,2,1,0.0,NaN,NaN,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,1,0,2,0,0,0,0,1,0,0,0,46,16,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/primitives/Chars.java,com.google.common.primitives.Chars$CharArrayAsList,innerclass,6,6,0,6,27,3,0,13,0,0.4107143,0.0,0.0,14,0,11,0,0,3,14,0,0,0,4,1,0,1,0,3,4,0,6,96,19,3,5,0,1,1,12,17,14,15,3,0,0,0,50,26,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/CharMatcher.java,com.google.common.base.CharMatcher$BitSetMatcher,innerclass,2,2,0,2,4,4,0,5,0,0.0,0.0,0.0,3,0,1,1,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,16,1,0,0,0,0,0,0,2,1,1,1,0,0,0,17,26,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/base/FinalizableReferenceQueue.java,com.google.common.base.FinalizableReferenceQueue$SystemLoader,innerclass,3,3,0,3,5,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,27,5,0,1,2,0,1,0,1,0,2,2,0,0,0,38,24,1
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/util/concurrent/ExecutionSequencer.java,com.google.common.util.concurrent.ExecutionSequencer$Anonymous1,anonymous,3,3,0,3,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
/workspace/guava-static-analysis/ck/target/../../guava/guava/src/com/google/common/io/Java8Compatibility.java,com.google.common.io.Java8Compatibility,class,2,6,4,2,7,1,0,6,21,0.0,0.0,0.0,7,6,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0
